Tidsperiod,"Electricity price (SE1, SEK/MWh)","Electricity price (SE2, SEK/MWh)","Electricity price (SE3, SEK/MWh)","Electricity price (SE4, SEK/MWh)"
2021-01-03 22:00:00+01:00,263.09999999999997,263.09999999999997,263.09999999999997,263.09999999999997
2021-01-03 23:00:00+01:00,250.39999999999998,250.39999999999998,250.39999999999998,250.39999999999998
2021-01-04 00:00:00+01:00,247.8,247.8,247.8,247.8
2021-01-04 01:00:00+01:00,241.70000000000002,241.70000000000002,241.70000000000002,241.70000000000002
2021-01-04 02:00:00+01:00,240.0,240.0,240.0,240.0
2021-01-04 03:00:00+01:00,241.5,241.5,241.5,241.5
2021-01-04 04:00:00+01:00,247.0,247.0,247.0,247.0
2021-01-04 05:00:00+01:00,259.7,259.7,259.7,259.7
2021-01-04 06:00:00+01:00,283.5,283.5,283.5,283.5
2021-01-04 07:00:00+01:00,310.0,310.0,310.0,500.09999999999997
2021-01-04 08:00:00+01:00,494.5,494.5,494.5,546.9
2021-01-04 09:00:00+01:00,502.70000000000005,502.70000000000005,502.70000000000005,559.7
2021-01-04 10:00:00+01:00,556.8,556.8,556.8,560.8
2021-01-04 11:00:00+01:00,568.1,568.1,568.1,585.6
2021-01-04 12:00:00+01:00,523.3,523.3,523.3,578.1
2021-01-04 13:00:00+01:00,568.1,568.1,568.1,568.1
2021-01-04 14:00:00+01:00,582.8,582.8,582.8,582.8
2021-01-04 15:00:00+01:00,583.2,583.2,583.2,583.2
2021-01-04 16:00:00+01:00,608.0,608.0,608.0,608.0
2021-01-04 17:00:00+01:00,655.5,655.5,655.5,655.5
2021-01-04 18:00:00+01:00,603.5,603.5,603.5,603.5
2021-01-04 19:00:00+01:00,540.0,540.0,540.0,540.0
2021-01-04 20:00:00+01:00,378.7,378.7,378.7,378.7
2021-01-04 21:00:00+01:00,350.0,350.0,350.0,386.8
2021-01-04 22:00:00+01:00,311.0,311.0,311.0,311.0
2021-01-04 23:00:00+01:00,274.9,274.9,274.9,274.9
2021-01-05 00:00:00+01:00,279.7,279.7,279.7,279.7
2021-01-05 01:00:00+01:00,276.1,276.1,276.1,276.1
2021-01-05 02:00:00+01:00,272.3,272.3,272.3,272.3
2021-01-05 03:00:00+01:00,273.0,273.0,273.0,273.0
2021-01-05 04:00:00+01:00,279.5,279.5,279.5,279.5
2021-01-05 05:00:00+01:00,299.8,299.8,299.8,299.8
2021-01-05 06:00:00+01:00,359.79999999999995,359.79999999999995,359.79999999999995,359.79999999999995
2021-01-05 07:00:00+01:00,539.5,539.5,539.5,539.5
2021-01-05 08:00:00+01:00,603.4000000000001,603.4000000000001,603.4000000000001,603.4000000000001
2021-01-05 09:00:00+01:00,604.6,604.6,604.6,604.6
2021-01-05 10:00:00+01:00,615.3,615.3,615.3,615.3
2021-01-05 11:00:00+01:00,628.2,628.2,628.2,628.2
2021-01-05 12:00:00+01:00,618.3,618.3,618.3,618.3
2021-01-05 13:00:00+01:00,626.4,626.4,626.4,626.4
2021-01-05 14:00:00+01:00,623.9,623.9,623.9,623.9
2021-01-05 15:00:00+01:00,628.6999999999999,628.6999999999999,628.6999999999999,628.6999999999999
2021-01-05 16:00:00+01:00,646.3,646.3,646.3,646.3
2021-01-05 17:00:00+01:00,659.7,659.7,659.7,659.7
2021-01-05 18:00:00+01:00,604.7,604.7,604.7,604.7
2021-01-05 19:00:00+01:00,549.7,549.7,549.7,549.7
2021-01-05 20:00:00+01:00,410.09999999999997,410.09999999999997,410.09999999999997,410.09999999999997
2021-01-05 21:00:00+01:00,398.29999999999995,398.29999999999995,398.29999999999995,398.29999999999995
2021-01-05 22:00:00+01:00,322.40000000000003,322.40000000000003,322.40000000000003,322.40000000000003
2021-01-05 23:00:00+01:00,293.8,293.8,293.8,293.8
2021-01-06 00:00:00+01:00,300.3,300.3,300.3,300.3
2021-01-06 01:00:00+01:00,289.1,289.1,289.1,289.1
2021-01-06 02:00:00+01:00,283.0,283.0,283.0,283.0
2021-01-06 03:00:00+01:00,281.70000000000005,281.70000000000005,281.70000000000005,281.70000000000005
2021-01-06 04:00:00+01:00,283.5,283.5,283.5,283.5
2021-01-06 05:00:00+01:00,292.0,292.0,292.0,292.0
2021-01-06 06:00:00+01:00,309.3,309.3,309.3,309.3
2021-01-06 07:00:00+01:00,357.8,357.8,357.8,357.8
2021-01-06 08:00:00+01:00,394.4,394.4,394.4,394.4
2021-01-06 09:00:00+01:00,421.59999999999997,421.59999999999997,421.59999999999997,421.59999999999997
2021-01-06 10:00:00+01:00,463.8,463.8,463.8,463.8
2021-01-06 11:00:00+01:00,455.79999999999995,455.79999999999995,455.79999999999995,455.79999999999995
2021-01-06 12:00:00+01:00,465.20000000000005,465.20000000000005,465.20000000000005,465.20000000000005
2021-01-06 13:00:00+01:00,476.70000000000005,476.70000000000005,476.70000000000005,476.70000000000005
2021-01-06 14:00:00+01:00,516.5999999999999,516.5999999999999,516.5999999999999,516.5999999999999
2021-01-06 15:00:00+01:00,552.7,552.7,552.7,552.7
2021-01-06 16:00:00+01:00,587.9,587.9,587.9,587.9
2021-01-06 17:00:00+01:00,603.3,603.3,603.3,603.3
2021-01-06 18:00:00+01:00,560.4,560.4,560.4,560.4
2021-01-06 19:00:00+01:00,505.90000000000003,505.90000000000003,505.90000000000003,505.90000000000003
2021-01-06 20:00:00+01:00,401.1,401.1,401.1,401.1
2021-01-06 21:00:00+01:00,402.0,402.0,402.0,402.0
2021-01-06 22:00:00+01:00,389.6,389.6,389.6,389.6
2021-01-06 23:00:00+01:00,327.2,327.2,327.2,327.2
2021-01-07 00:00:00+01:00,433.40000000000003,433.40000000000003,433.40000000000003,433.40000000000003
2021-01-07 01:00:00+01:00,411.5,411.5,411.5,411.5
2021-01-07 02:00:00+01:00,394.3,394.3,394.3,394.3
2021-01-07 03:00:00+01:00,400.20000000000005,400.20000000000005,400.20000000000005,400.20000000000005
2021-01-07 04:00:00+01:00,415.3,415.3,415.3,415.3
2021-01-07 05:00:00+01:00,458.2,458.2,458.2,458.2
2021-01-07 06:00:00+01:00,563.1,563.1,563.1,563.1
2021-01-07 07:00:00+01:00,682.2,682.2,682.2,682.2
2021-01-07 08:00:00+01:00,849.5,849.5,849.5,849.5
2021-01-07 09:00:00+01:00,843.7,843.7,843.7,843.7
2021-01-07 10:00:00+01:00,829.4,829.4,829.4,829.4
2021-01-07 11:00:00+01:00,865.1999999999999,865.1999999999999,865.1999999999999,865.1999999999999
2021-01-07 12:00:00+01:00,852.3000000000001,852.3000000000001,852.3000000000001,852.3000000000001
2021-01-07 13:00:00+01:00,827.9000000000001,827.9000000000001,827.9000000000001,827.9000000000001
2021-01-07 14:00:00+01:00,791.0,791.0,791.0,791.0
2021-01-07 15:00:00+01:00,820.6999999999999,820.6999999999999,820.6999999999999,820.6999999999999
2021-01-07 16:00:00+01:00,902.3000000000001,902.3000000000001,902.3000000000001,902.3000000000001
2021-01-07 17:00:00+01:00,1005.1999999999999,1005.1999999999999,1005.1999999999999,1005.1999999999999
2021-01-07 18:00:00+01:00,851.4,851.4,851.4,851.4
2021-01-07 19:00:00+01:00,782.6999999999999,782.6999999999999,782.6999999999999,782.6999999999999
2021-01-07 20:00:00+01:00,656.0,656.0,656.0,656.0
2021-01-07 21:00:00+01:00,596.9,596.9,596.9,596.9
2021-01-07 22:00:00+01:00,586.1999999999999,586.1999999999999,586.1999999999999,586.1999999999999
2021-01-07 23:00:00+01:00,513.0,513.0,513.0,513.0
2021-01-08 00:00:00+01:00,496.70000000000005,496.70000000000005,496.70000000000005,496.70000000000005
2021-01-08 01:00:00+01:00,477.2,477.2,477.2,477.2
2021-01-08 02:00:00+01:00,461.1,461.1,461.1,461.1
2021-01-08 03:00:00+01:00,448.29999999999995,448.29999999999995,448.29999999999995,448.29999999999995
2021-01-08 04:00:00+01:00,460.20000000000005,460.20000000000005,460.20000000000005,460.20000000000005
2021-01-08 05:00:00+01:00,507.0,507.0,507.0,507.0
2021-01-08 06:00:00+01:00,601.4,601.4,601.4,601.4
2021-01-08 07:00:00+01:00,801.4,801.4,801.4,801.4
2021-01-08 08:00:00+01:00,1042.9,1042.9,1042.9,1042.9
2021-01-08 09:00:00+01:00,1085.8,1085.8,1085.8,1085.8
2021-01-08 10:00:00+01:00,1081.0,1081.0,1081.0,1081.0
2021-01-08 11:00:00+01:00,1050.2,1050.2,1050.2,1050.2
2021-01-08 12:00:00+01:00,1006.3,1006.3,1006.3,1006.3
2021-01-08 13:00:00+01:00,959.5999999999999,959.5999999999999,959.5999999999999,959.5999999999999
2021-01-08 14:00:00+01:00,933.9,933.9,933.9,933.9
2021-01-08 15:00:00+01:00,961.1,961.1,961.1,961.1
2021-01-08 16:00:00+01:00,956.9,956.9,956.9,956.9
2021-01-08 17:00:00+01:00,1108.0,1108.0,1108.0,1108.0
2021-01-08 18:00:00+01:00,1006.8000000000001,1006.8000000000001,1006.8000000000001,1006.8000000000001
2021-01-08 19:00:00+01:00,807.0,807.0,807.0,807.0
2021-01-08 20:00:00+01:00,619.3,619.3,619.3,619.3
2021-01-08 21:00:00+01:00,598.6,598.6,598.6,598.6
2021-01-08 22:00:00+01:00,566.3000000000001,566.3000000000001,566.3000000000001,566.3000000000001
2021-01-08 23:00:00+01:00,508.5,508.5,508.5,508.5
2021-01-09 00:00:00+01:00,478.6,478.6,478.6,478.6
2021-01-09 01:00:00+01:00,473.1,473.1,473.1,473.1
2021-01-09 02:00:00+01:00,467.5,467.5,467.5,467.5
2021-01-09 03:00:00+01:00,479.5,479.5,479.5,479.5
2021-01-09 04:00:00+01:00,483.2,483.2,483.2,483.2
2021-01-09 05:00:00+01:00,480.5,480.5,480.5,480.5
2021-01-09 06:00:00+01:00,485.4,485.4,485.4,485.4
2021-01-09 07:00:00+01:00,524.6,524.6,524.6,524.6
2021-01-09 08:00:00+01:00,584.5,584.5,584.5,587.0
2021-01-09 09:00:00+01:00,650.6,650.6,650.6,650.6
2021-01-09 10:00:00+01:00,659.9,659.9,659.9,659.9
2021-01-09 11:00:00+01:00,662.6999999999999,662.6999999999999,662.6999999999999,662.6999999999999
2021-01-09 12:00:00+01:00,653.5,653.5,653.5,656.0
2021-01-09 13:00:00+01:00,609.0,609.0,609.0,613.8000000000001
2021-01-09 14:00:00+01:00,584.8,584.8,584.8,601.0
2021-01-09 15:00:00+01:00,603.5,603.5,603.5,603.5
2021-01-09 16:00:00+01:00,631.4,631.4,631.4,631.4
2021-01-09 17:00:00+01:00,576.1,576.1,703.3,703.3
2021-01-09 18:00:00+01:00,480.7,480.7,700.9000000000001,706.7
2021-01-09 19:00:00+01:00,410.4,410.4,661.5,676.9
2021-01-09 20:00:00+01:00,402.0,402.0,502.2,615.2
2021-01-09 21:00:00+01:00,410.0,410.0,482.29999999999995,555.1
2021-01-09 22:00:00+01:00,399.7,399.7,437.2,437.2
2021-01-09 23:00:00+01:00,368.5,368.5,368.5,368.5
2021-01-10 00:00:00+01:00,391.4,391.4,391.4,391.4
2021-01-10 01:00:00+01:00,362.5,362.5,362.5,362.5
2021-01-10 02:00:00+01:00,346.1,346.1,346.1,346.1
2021-01-10 03:00:00+01:00,341.3,341.3,341.3,341.3
2021-01-10 04:00:00+01:00,341.0,341.0,341.0,341.0
2021-01-10 05:00:00+01:00,344.7,344.7,344.7,344.7
2021-01-10 06:00:00+01:00,342.9,342.9,342.9,342.9
2021-01-10 07:00:00+01:00,379.0,379.0,379.0,379.0
2021-01-10 08:00:00+01:00,393.9,393.9,393.9,393.9
2021-01-10 09:00:00+01:00,410.7,410.7,410.7,410.7
2021-01-10 10:00:00+01:00,445.0,445.0,445.0,445.0
2021-01-10 11:00:00+01:00,456.9,456.9,456.9,466.0
2021-01-10 12:00:00+01:00,451.0,451.0,451.0,451.0
2021-01-10 13:00:00+01:00,446.8,446.8,446.8,446.8
2021-01-10 14:00:00+01:00,458.0,458.0,458.0,458.0
2021-01-10 15:00:00+01:00,470.3,470.3,470.3,484.0
2021-01-10 16:00:00+01:00,511.1,511.1,511.1,555.9000000000001
2021-01-10 17:00:00+01:00,553.6999999999999,553.6999999999999,553.6999999999999,601.3000000000001
2021-01-10 18:00:00+01:00,537.5,537.5,537.5,570.1
2021-01-10 19:00:00+01:00,497.70000000000005,497.70000000000005,497.70000000000005,554.6
2021-01-10 20:00:00+01:00,467.9,467.9,467.9,484.20000000000005
2021-01-10 21:00:00+01:00,448.29999999999995,448.29999999999995,448.29999999999995,448.29999999999995
2021-01-10 22:00:00+01:00,403.8,403.8,403.8,403.8
2021-01-10 23:00:00+01:00,361.59999999999997,361.59999999999997,361.59999999999997,361.59999999999997
2021-01-11 00:00:00+01:00,409.09999999999997,409.09999999999997,409.09999999999997,409.09999999999997
2021-01-11 01:00:00+01:00,398.9,398.9,398.9,398.9
2021-01-11 02:00:00+01:00,380.7,380.7,380.7,380.7
2021-01-11 03:00:00+01:00,357.0,357.0,357.0,357.0
2021-01-11 04:00:00+01:00,375.79999999999995,375.79999999999995,375.79999999999995,375.79999999999995
2021-01-11 05:00:00+01:00,417.29999999999995,417.29999999999995,417.29999999999995,417.29999999999995
2021-01-11 06:00:00+01:00,431.1,431.1,431.1,431.1
2021-01-11 07:00:00+01:00,501.3,501.3,507.29999999999995,607.0
2021-01-11 08:00:00+01:00,518.1,518.1,576.9,608.8000000000001
2021-01-11 09:00:00+01:00,500.0,500.0,500.0,500.0
2021-01-11 10:00:00+01:00,479.4,479.4,479.4,479.4
2021-01-11 11:00:00+01:00,449.79999999999995,449.79999999999995,449.79999999999995,449.79999999999995
2021-01-11 12:00:00+01:00,436.59999999999997,436.59999999999997,436.59999999999997,436.59999999999997
2021-01-11 13:00:00+01:00,429.4,429.4,429.4,429.4
2021-01-11 14:00:00+01:00,423.7,423.7,423.7,423.7
2021-01-11 15:00:00+01:00,426.4,426.4,426.4,426.4
2021-01-11 16:00:00+01:00,436.1,436.1,436.1,436.1
2021-01-11 17:00:00+01:00,428.7,428.7,453.2,453.2
2021-01-11 18:00:00+01:00,423.5,423.5,432.59999999999997,432.59999999999997
2021-01-11 19:00:00+01:00,400.20000000000005,400.20000000000005,400.20000000000005,400.20000000000005
2021-01-11 20:00:00+01:00,374.0,374.0,374.0,374.0
2021-01-11 21:00:00+01:00,345.0,345.0,345.0,345.0
2021-01-11 22:00:00+01:00,334.6,334.6,334.6,334.6
2021-01-11 23:00:00+01:00,276.0,276.0,276.0,276.0
2021-01-12 00:00:00+01:00,195.5,195.5,195.5,195.5
2021-01-12 01:00:00+01:00,159.2,159.2,159.2,159.2
2021-01-12 02:00:00+01:00,191.20000000000002,191.20000000000002,191.20000000000002,191.20000000000002
2021-01-12 03:00:00+01:00,242.89999999999998,242.89999999999998,242.89999999999998,242.89999999999998
2021-01-12 04:00:00+01:00,271.6,271.6,271.6,271.6
2021-01-12 05:00:00+01:00,352.40000000000003,352.40000000000003,352.40000000000003,352.40000000000003
2021-01-12 06:00:00+01:00,338.5,338.5,403.8,403.8
2021-01-12 07:00:00+01:00,337.5,337.5,548.4000000000001,548.4000000000001
2021-01-12 08:00:00+01:00,340.4,340.4,610.1,610.1
2021-01-12 09:00:00+01:00,339.4,339.4,552.9,552.9
2021-01-12 10:00:00+01:00,342.5,342.5,568.4000000000001,568.4000000000001
2021-01-12 11:00:00+01:00,345.20000000000005,345.20000000000005,556.8,582.3
2021-01-12 12:00:00+01:00,348.7,348.7,504.0,600.0
2021-01-12 13:00:00+01:00,351.0,351.0,483.40000000000003,552.7
2021-01-12 14:00:00+01:00,353.6,353.6,483.29999999999995,506.2
2021-01-12 15:00:00+01:00,353.5,353.5,523.3,545.6
2021-01-12 16:00:00+01:00,353.6,353.6,614.3,618.6999999999999
2021-01-12 17:00:00+01:00,353.40000000000003,353.40000000000003,645.1,645.1
2021-01-12 18:00:00+01:00,354.3,354.3,607.7,607.7
2021-01-12 19:00:00+01:00,356.4,356.4,507.59999999999997,539.0
2021-01-12 20:00:00+01:00,355.4,355.4,420.4,506.0
2021-01-12 21:00:00+01:00,354.4,354.4,409.6,409.6
2021-01-12 22:00:00+01:00,352.2,352.2,379.79999999999995,379.79999999999995
2021-01-12 23:00:00+01:00,348.29999999999995,348.29999999999995,348.29999999999995,348.29999999999995
2021-01-13 00:00:00+01:00,332.8,332.8,332.8,332.8
2021-01-13 01:00:00+01:00,326.70000000000005,326.70000000000005,326.70000000000005,326.70000000000005
2021-01-13 02:00:00+01:00,318.2,318.2,318.2,318.2
2021-01-13 03:00:00+01:00,310.7,310.7,310.7,310.7
2021-01-13 04:00:00+01:00,319.20000000000005,319.20000000000005,319.20000000000005,319.20000000000005
2021-01-13 05:00:00+01:00,370.79999999999995,370.79999999999995,370.79999999999995,370.79999999999995
2021-01-13 06:00:00+01:00,366.3,366.3,421.8,421.8
2021-01-13 07:00:00+01:00,370.0,370.0,465.5,465.5
2021-01-13 08:00:00+01:00,444.6,444.6,565.6,565.6
2021-01-13 09:00:00+01:00,424.79999999999995,424.79999999999995,480.6,480.6
2021-01-13 10:00:00+01:00,454.20000000000005,454.20000000000005,465.7,465.7
2021-01-13 11:00:00+01:00,441.5,441.5,441.5,441.5
2021-01-13 12:00:00+01:00,415.3,415.3,415.3,415.3
2021-01-13 13:00:00+01:00,403.40000000000003,403.40000000000003,403.40000000000003,403.40000000000003
2021-01-13 14:00:00+01:00,397.59999999999997,397.59999999999997,397.59999999999997,397.59999999999997
2021-01-13 15:00:00+01:00,414.79999999999995,414.79999999999995,414.79999999999995,414.79999999999995
2021-01-13 16:00:00+01:00,462.5,462.5,462.5,462.5
2021-01-13 17:00:00+01:00,559.0,559.0,559.0,559.0
2021-01-13 18:00:00+01:00,549.2,549.2,549.2,549.2
2021-01-13 19:00:00+01:00,484.6,484.6,484.6,484.6
2021-01-13 20:00:00+01:00,474.90000000000003,474.90000000000003,474.90000000000003,474.90000000000003
2021-01-13 21:00:00+01:00,411.8,411.8,411.8,411.8
2021-01-13 22:00:00+01:00,403.2,403.2,403.2,403.2
2021-01-13 23:00:00+01:00,383.1,383.1,383.1,383.1
2021-01-14 00:00:00+01:00,378.1,378.1,378.1,378.1
2021-01-14 01:00:00+01:00,374.09999999999997,374.09999999999997,374.09999999999997,374.09999999999997
2021-01-14 02:00:00+01:00,374.79999999999995,374.79999999999995,374.79999999999995,374.79999999999995
2021-01-14 03:00:00+01:00,399.79999999999995,399.79999999999995,399.79999999999995,399.79999999999995
2021-01-14 04:00:00+01:00,427.40000000000003,427.40000000000003,427.40000000000003,427.40000000000003
2021-01-14 05:00:00+01:00,459.6,459.6,459.6,459.6
2021-01-14 06:00:00+01:00,557.3,557.3,557.3,594.0
2021-01-14 07:00:00+01:00,824.5,824.5,824.5,824.5
2021-01-14 08:00:00+01:00,922.4,922.4,922.4,922.4
2021-01-14 09:00:00+01:00,904.9,904.9,904.9,904.9
2021-01-14 10:00:00+01:00,908.5,908.5,908.5,908.5
2021-01-14 11:00:00+01:00,922.9000000000001,922.9000000000001,922.9000000000001,922.9000000000001
2021-01-14 12:00:00+01:00,901.2,901.2,901.2,901.2
2021-01-14 13:00:00+01:00,904.5999999999999,904.5999999999999,904.5999999999999,904.5999999999999
2021-01-14 14:00:00+01:00,872.0999999999999,872.0999999999999,872.0999999999999,872.0999999999999
2021-01-14 15:00:00+01:00,924.5999999999999,924.5999999999999,924.5999999999999,924.5999999999999
2021-01-14 16:00:00+01:00,1013.0,1013.0,1013.0,1013.0
2021-01-14 17:00:00+01:00,1045.5,1045.5,1045.5,1045.5
2021-01-14 18:00:00+01:00,936.4,936.4,936.4,936.4
2021-01-14 19:00:00+01:00,889.0,889.0,889.0,889.0
2021-01-14 20:00:00+01:00,756.0,756.0,756.0,756.0
2021-01-14 21:00:00+01:00,594.7,594.7,636.0,636.0
2021-01-14 22:00:00+01:00,478.8,478.8,606.4,606.4
2021-01-14 23:00:00+01:00,427.8,427.8,563.6,563.6
2021-01-15 00:00:00+01:00,461.8,461.8,495.7,495.7
2021-01-15 01:00:00+01:00,463.2,463.2,480.6,480.6
2021-01-15 02:00:00+01:00,461.1,461.1,467.8,467.8
2021-01-15 03:00:00+01:00,458.5,458.5,458.5,458.5
2021-01-15 04:00:00+01:00,459.79999999999995,459.79999999999995,470.20000000000005,474.20000000000005
2021-01-15 05:00:00+01:00,458.8,458.8,504.7,521.4
2021-01-15 06:00:00+01:00,417.40000000000003,417.40000000000003,637.3,637.3
2021-01-15 07:00:00+01:00,458.0,458.0,808.3,808.3
2021-01-15 08:00:00+01:00,460.0,460.0,978.1,978.1
2021-01-15 09:00:00+01:00,459.09999999999997,459.09999999999997,1013.7,1013.7
2021-01-15 10:00:00+01:00,457.29999999999995,457.29999999999995,1011.5,1011.5
2021-01-15 11:00:00+01:00,456.5,456.5,901.9,901.9
2021-01-15 12:00:00+01:00,429.20000000000005,429.20000000000005,821.8000000000001,821.8000000000001
2021-01-15 13:00:00+01:00,426.5,426.5,794.7,794.7
2021-01-15 14:00:00+01:00,424.3,424.3,800.0,800.0
2021-01-15 15:00:00+01:00,424.20000000000005,424.20000000000005,798.1999999999999,798.1999999999999
2021-01-15 16:00:00+01:00,421.0,421.0,850.4000000000001,850.4000000000001
2021-01-15 17:00:00+01:00,418.1,418.1,1007.0,1007.0
2021-01-15 18:00:00+01:00,415.3,415.3,992.0999999999999,992.0999999999999
2021-01-15 19:00:00+01:00,406.0,406.0,961.5999999999999,961.5999999999999
2021-01-15 20:00:00+01:00,403.2,403.2,781.3,781.3
2021-01-15 21:00:00+01:00,402.1,402.1,679.9,679.9
2021-01-15 22:00:00+01:00,403.6,403.6,633.8000000000001,633.8000000000001
2021-01-15 23:00:00+01:00,401.8,401.8,543.5,543.5
2021-01-16 00:00:00+01:00,396.5,396.5,537.6,537.6
2021-01-16 01:00:00+01:00,399.6,399.6,523.0,523.0
2021-01-16 02:00:00+01:00,400.3,400.3,505.09999999999997,505.09999999999997
2021-01-16 03:00:00+01:00,401.3,401.3,490.6,490.6
2021-01-16 04:00:00+01:00,402.59999999999997,402.59999999999997,486.9,486.9
2021-01-16 05:00:00+01:00,401.5,401.5,479.4,479.4
2021-01-16 06:00:00+01:00,396.4,396.4,486.0,486.0
2021-01-16 07:00:00+01:00,395.3,395.3,520.8,520.8
2021-01-16 08:00:00+01:00,400.6,400.6,597.1,604.4
2021-01-16 09:00:00+01:00,402.70000000000005,402.70000000000005,647.6,647.6
2021-01-16 10:00:00+01:00,413.8,413.8,625.7,645.6999999999999
2021-01-16 11:00:00+01:00,421.70000000000005,421.70000000000005,629.0999999999999,629.0999999999999
2021-01-16 12:00:00+01:00,435.5,435.5,549.2,557.0
